user_avg_watch_ratio,user_avg_video_length,user_activity_level,video_length,video_popularity,video_recency,category_match,length_similarity,clicked
0.9368964102565893,19.023449288384658,0.8390265886189323,14.1088559607058,0.8364984906180335,0.37822451524334477,0,0.8034162668928457,1
0.6120113368156317,7.289551833165854,0.7345702388440131,23.000200991577827,0.011480659749377842,0.3518050064103525,0,0.37157403366352104,0
0.8505226406748985,5.325048087768401,0.6937159892832241,23.034836277657206,0.6774734148234729,0.34184728549809207,1,0.29160847240444776,0
0.48693692325473387,19.671027950521978,0.7579771693354269,15.729564834908922,0.8714684213765338,0.9306424763519598,0,0.8423414753754778,0
0.5901532030937666,13.372640366427152,0.3001486337620404,16.956497104880587,0.7151864547802412,0.13292804270798264,0,0.8566457304618627,1
0.938329454771996,15.63591096541042,0.6657363681410187,29.710399735301912,0.3548608307461478,0.9944152675588734,0,0.43702044920434024,0
0.7786831755983578,9.091398571642612,0.5274672050520345,15.449748346762108,0.45011652647481104,0.7616758762136626,0,0.7456660089952202,1
0.8527257244508094,7.137713271361702,0.7654217735083567,15.502968196193125,0.14438763213366723,0.0920987541995898,0,0.6653898030067431,0
0.9455922412472693,21.792517110146417,0.7007131011496073,23.493258302138514,0.07714516853958187,0.7268388310482375,0,0.9319703523203161,0
0.5372788992949735,17.58543177137142,0.7568164944430338,22.38539120820133,0.36171025485958064,0.7972110725787628,0,0.8080016225268036,0
0.9838063328514673,8.494309415657238,0.5180755183702355,23.96690975277512,0.20056025107298292,0.27438460520258745,0,0.38109598651528476,0
0.7671117368334277,19.85326788380338,0.757936213797472,25.246504684014653,0.2988571352590308,0.8150721006758068,0,0.7842705279915491,1
0.8175845236562188,17.970951428151803,0.71486215615722,9.429273131796638,0.9399317919698225,0.19477349768722585,0,0.6583328681457934,0
0.8221947156280142,14.059847477915827,0.744182593945033,25.725443313637275,0.4438591884213011,0.47833548167055584,0,0.5333761665711421,1
0.5714272517691165,22.97614762960614,0.9817393473770539,13.260200096894346,0.2676007988617075,0.7323884465975549,0,0.6113620986915282,0
0.7166206654517799,5.7795783765321165,0.461626529250591,21.865196322905405,0.426070977626097,0.8950652888512458,1,0.3565752821450684,1
0.47322294090686734,28.85127568146806,0.6315930339002698,21.89619366160841,0.26537011160197543,0.06368476750251673,1,0.7217967192056141,0
0.5761551065586961,25.53143261680032,0.4333300629674426,8.477896222277188,0.5543374743403449,0.17712714419825404,0,0.3178585442190748,0
